Title,Pub Year
ANALYSIS AND MODELING OF DIAMOND HETEROGENEOUS NUCLEATION KINETICS,1993
CVD DIAMOND GROWTH MECHANISMS AS IDENTIFIED BY SURFACE-TOPOGRAPHY,1993
ANALYSIS OF CHEMICAL-VAPOR-DEPOSITED DIAMOND GRAIN-BOUNDARIES USING TRANSMISSION ELECTRON-MICROSCOPY AND PARALLEL ELECTRON-ENERGY-LOSS SPECTROSCOPY IN A SCANNING-TRANSMISSION ELECTRON-MICROSCOPE,1993
DIAMOND METAL-SEMICONDUCTOR-METAL ULTRAVIOLET PHOTODETECTORS,1993
DIAMOND WINDOWS FOR IR APPLICATIONS IN ADVERSE ENVIRONMENTS,1993
DEVICE PROPERTIES OF HOMOEPITAXIALLY GROWN DIAMOND,1993
THERMAL-CONDUCTIVITY AND THE MICROSTRUCTURE OF STATE-OF-THE-ART CHEMICAL-VAPOR-DEPOSITED (CVD) DIAMOND,1993
FREESTANDING WHITE DIAMOND FOR THERMAL AND OPTICAL APPLICATIONS,1993
DIAMOND-INFILTRATED CARBON-CARBON COMPOSITES,1993
AEROSOL DOPING OF FLAME-GROWN DIAMOND FILMS,1993
DIAMOND SYNTHESIS ON A METAL-SUBSTRATE,1993
PIEZORESISTIVE EFFECT OF BORON-DOPED DIAMOND THIN-FILMS,1993
HETEROEPITAXIAL DIAMOND GROWTH ON (100) SILICON,1993
TANDEMS AS INJECTORS FOR SYNCHROTRONS,1993
THE DARESBURY TANDEM - A REVIEW 1970-92,1993
A NEW HIGH-GRADIENT ACCELERATING TUBE,1993
RECENT DEVELOPMENTS IN ELECTROSTATIC ACCELERATOR TECHNOLOGY AT NEC,1993
THE 1ST 5 YEARS EXPERIENCE WITH THE HI-13 TANDEM ACCELERATOR AT CIAE,1993
"THE TANDEM ACCELERATOR AT THE INSTITUTE-FOR-NUCLEAR-RESEARCH, KIEV",1993
CONVERSION OF THE OXFORD VANDEGRAAFF INTO AN ELECTRON-ACCELERATOR,1993
A HIGH-CURRENT TANDEM ACCELERATOR,1993
THE MUNICH MP-8 TANDEM - STATUS AFTER INSTALLATION OF EXTENDED VHV TUBES,1993
IONIZATION-POTENTIAL OF CLUSTERS IN LIQUIDS,1993
EFFECT OF INTERFACE ON STRUCTURAL FLUCTUATION IN GOLD CLUSTERS FIXED ON MGO FINE RODS,1993
SOLID-STATE MAGIC-ANGLE-SPINNING C-13 AND P-31 NMR OF ORGANIC LIGAND STABILIZED HIGH-NUCLEARITY METAL-CLUSTERS - C-13 AND P-31 MAS ON METAL CLUSTER COMPOUNDS,1993
CONTACT ELECTRIFICATION OF C-60,1993
ELECTRONIC AND GEOMETRICAL STRUCTURE OF NOBLE-METAL CLUSTERS,1993
SHELL EFFECTS IN LARGE ALN CLUSTERS,1993
GAS-PHASE CHEMICAL-KINETICS OF SMALL METAL-CLUSTERS - DEVELOPMENT AND CHARACTERIZATION OF A FAST-FLOW REACTOR FOR NEUTRAL CLUSTERS,1993
SURFACE EFFECTS IN VIBRATIONAL AND MELTING PROPERTIES OF PB CLUSTERS,1993
CHROMATOGRAPHIC ENRICHMENT AND SEPARATION OF THE HIGHER FULLERENES,1993
DELAYED IONIZATION OF IR-LASER EXCITED C-60,1993
"XPS, AES AND EELS STUDIES OF CR CLUSTERS ON GRAPHITE",1993
GROWTH OF CRYSTALLINE COMPOSITE FILMS OF AU-MOS2 AND CAF2-MGO,1993
PHOTOIONIZATION AND PHOTODISSOCIATION STUDIES ON ALUMINUM-WATER CLUSTERS AND THEIR IONS,1993
"THEORETICAL INVESTIGATION OF SMALL MGO, CAO AND NACL CLUSTERS",1993
SYNTHESIS AND STRUCTURAL CHARACTERIZATION OF II-VI SEMICONDUCTOR NANOCRYSTALLITES (QUANTUM DOTS),1993
SODIUM DOPED BINARY CLUSTERS-II - ELECTRON SHELL OF INNNAM AND AUNNAM CLUSTERS,1993
TRANSFORMATIONS IN QUASI-MELTING,1993
IN-SITU STM OBSERVATION OF COALESCENCE OF METAL PARTICLES IN LIQUID,1993
ELECTRONIC-STRUCTURES OF MERCURY CLUSTERS,1993
SURFACE-PLASMONS OF C-60,1993
SUPPRESSION OF SUPERCONDUCTIVITY IN SUBMICRON LA1.85SR0.15CUO4-DELTA,1993
SHELL EFFECTS IN PHOTOIONIZATION SPECTRA OF HEAVY TRIVALENT METAL-CLUSTERS,1993
QUANTUM-MECHANICAL STUDY OF THE STRUCTURE AND STABILITY OF MOLECULAR VAN-DER-WAALS CLUSTERS-II - (NH3)(N)HCN,1993
QUANTUM-MECHANICAL STUDY OF THE STRUCTURE AND STABILITY OF MOLECULAR VAN-DER-WAALS CLUSTERS-I - HYDRATES OF SO(2),1993
A NONLOCAL APPROACH FOR THE EXCHANGE ENERGY - SELF-CONSISTENT IMPLEMENTATION IN METAL-CLUSTERS,1993
ELECTRONIC AND GEOMETRIC STRUCTURE OF C-72,1993
ANALYSIS OF THE MAGIC NUMBERS OBSERVED FOR METALLOCARBOHEDRANE CLUSTERS,1993
QUANTUM-MECHANICAL CALCULATIONS OF STOICHIOMETRIC MGO CLUSTERS,1993
CALCULATION OF THE ELECTRONIC-PROPERTIES OF METAL DIMERS,1993
"STRUCTURES OF FREE ULTRAFINE SILVER PARTICLES, STUDIED BY ELECTRON-DIFFRACTION - OBSERVATION OF LARGE ICOSAHEDRA",1993
MICROSCOPIC STUDY OF THE DIPOLE SURFACE RESPONSE IN LARGE POTASSIUM CLUSTER IONS,1993
THE ROLE OF GA-DROPLET FORMATION IN NANOMETER-SCALE GAAS CLUSTER SYNTHESIS FROM ORGANOMETALLIC PRECURSORS,1993
CALCULATION OF COLLISIONAL ENERGY-TRANSFER OF THERMAL CLUSTERS,1993
COLLECTIVE EXCITATIONS OF EMBEDDED POTASSIUM CLUSTERS,1993
THRESHOLD ELECTRON-SPECTRA OF SEMICONDUCTOR CLUSTER IONS,1993
VALENCE-BAND PHOTOEMISSION FROM DEPOSITED METAL-CLUSTERS - CASE-STUDIES,1993
2 MAXIMA DEPENDENCIES OF ISOMERISM CONTRIBUTION TO HEAT-CAPACITY OF N2O-HCN AND CO-C2H2 SYSTEMS IN LOW-TEMPERATURE REGION,1993
FAR-INFRARED OPTICAL-PROPERTIES OF METAL-INSULATOR COMPOSITES,1993
2-DIMENSIONAL DETECTION OF SIZE-SELECTED AND FOCUSED NEUTRAL CARBON CLUSTERS USING IMAGE INTENSIFIED CHARGE-COUPLED-DEVICE (ICCD) SYSTEM,1993
PHONON EFFECT ON ENHANCEMENT AND REDUCTION OF THE SUPERCONDUCTING TRANSITION-TEMPERATURE OF A SMALL-PARTICLE AND AMORPHOUS THIN-FILMS,1993
RAMAN-SCATTERING AND PHOTOLUMINESCENCE OF CD-CHALCOGENIDE MICROCRYSTALS,1993
STRUCTURE AND OPTICAL-PROPERTIES OF CDSE QUANTUM DOTS EMBEDDED IN CAF2 VACUUM-DEPOSITED FILMS,1993
"ELECTRONIC-STRUCTURE OF METALLIC (ALUMINUM) CLUSTER EMBEDDED IN HE-4 (LIQUID, CLUSTER) - A GUTZWILLER APPROACH",1993
THE ELECTRONIC QUANTUM-SIZE EFFECT OBSERVED BY PT-195 NMR IN THE METAL CLUSTER COMPOUND PT309PHEN36-ASTERISK-O30,1993
IONIZATION-POTENTIAL MEASUREMENTS OF HYDROGENATED LITHIUM CLUSTERS,1993
"COMPARISON OF SMALL METAL-CLUSTERS - NI, PD, PT, CU, AG, AU",1993
WEAKENING OF THE INTERACTION BETWEEN ADATOMS IN ONE-DIMENSIONAL METAL-CLUSTERS ADSORBED ON METAL SUBSTRATES,1993
RING-STACKING CONSIDERATION ON HIGHER FULLERENE GROWTH,1993
THERMIONIC EMISSION FROM FULLERENES,1993
PHOTOELECTRON-SPECTROSCOPY AND ELECTRONIC-STRUCTURE OF CA-AT-C-60,1993
STRUCTURAL AND ELECTRONIC-PROPERTIES OF LARGE FULLERENES,1993
REACTIONS OF CARBON CLUSTER IONS STORED IN AN RF TRAP,1993
"REACTIVITY OF CARBON CLUSTER IONS WITH AR, O2 AND D(2)",1993
EVALUATION OF THE DISPERSION OF THE 3RD-ORDER OPTICAL NONLINEARITY OF C-60,1993
HREM STUDY OF STRUCTURE OF SUPPORTED PT CATALYSTS,1993
COALESCENCE REACTIONS OF FULLERENES,1993
MELTING OF CARBON CAGES,1993
THE FORMATION AND PHOTOLYSIS OF TANTALUM SULFIDE CLUSTER IONS,1993
SELF-ORGANIZATION IN REACTIONS AT SURFACES,1993
LOW-ENERGY H-3+ MOLECULAR ION-SCATTERING FROM THE SI(100) SURFACE,1993
ROLE OF PROJECTILE-MOTION-INDUCED ELECTRONIC-TRANSITIONS IN THE DISSOCIATION OF FAST H-2 AT A CU(111) SURFACE,1993
SPUTTERING OF AL SURFACE WITH VERY-LOW-ENERGY IONS,1993
ENERGY-DISTRIBUTIONS OF OXYGEN IONS DESORBED FROM CO-COVERED AND NO-COVERED NICKEL,1993
ANGULAR-DISTRIBUTION OF IONS DESORBED FROM CLEAN AND H2O-EXPOSED MGO(001) BY ELECTRON STIMULATION,1993
A MODEL FOR IRREVERSIBLE SCATTERING OF GAS ATOMS ON A METAL-SURFACE,1993
IRREVERSIBLE ENERGY-TRANSFER IN IONIZATION OF PHYSISORBED ADSORBATES .2. INELASTIC ENERGY-SPECTRA OF TEMPORARILY IONIZED ADATOMS,1993
LOW-ENERGY NE+ BOMBARDMENT ON O-ADSORBED BE SURFACES,1993
MONTE-CARLO STUDY OF OXYGEN THERMAL-DESORPTION FROM YBA2CU3O6+X COMPOUND,1993
NEGATIVELY CHARGED MU-3-ON SPECIES ON AG(111) - A LCGTO-LDF CLUSTER-ANALYSIS OF HREELS DATA,1993
IMPACT COLLISION ION-SCATTERING SPECTROSCOPY AT LARGE INCIDENCE ANGLES AS A METHOD FOR STUDYING RARE-GAS ADSORPTION,1993
ADSORPTION OF HYDROGEN ON AL(111) AND AL(110) - COVERAGE AND TEMPERATURE-DEPENDENCE OF ADSORPTION STATES,1993
DISSOCIATIVE ADSORPTION OF HYDROGEN ON CU(100) AT LOW-TEMPERATURES,1993
PHASE-DIAGRAM FOR HYDROGEN ADSORPTION ON RH(311),1993
THE ADSORPTION OF HYDROGEN ON PD(100) AND RH(100) SURFACES - A COMPARATIVE THEORETICAL-STUDY,1993
ISOTOPE EFFECTS FOR THE DIRECT DISSOCIATIVE CHEMISORPTION OF METHANE AND ETHANE ON IR(110) AND VIBRATIONALLY ASSISTED CHEMISORPTION,1993
STUDY ON THE ADSORPTION OF OXYGEN AND NITROGEN ON A W(100) SURFACE WITH AN ANALYSIS OF ELECTRON-ENERGY-LOSS FINE-STRUCTURE,1993
THE EFFECT OF ATOMIC-SCALE SURFACE DISORDER ON BONDING AND ACTIVATION OF ADSORBATES - VIBRATIONAL PROPERTIES OF CO AND CO2 ON COPPER,1993
CARBON-MONOXIDE ADSORPTION ON THE (111) AND (110) FACES OF A PT50NI50 SINGLE-CRYSTAL ALLOY,1993
CO2 ADSORPTION ON OXYGEN-MODIFIED NI(111),1993
INFLUENCE OF STEPS ON THE H2O ADSORPTION ON NI(S)(111),1993
MOLECULAR AND DISSOCIATIVE CHEMISORPTION AND CONDENSATION OF SO2 ON CU(111),1993
COADSORPTION OF SO2 AND CS ON AG(100),1993
THE STRUCTURE-SENSITIVE ADSORPTION OF N(2) ON THE (1X1) AND (5X1) SURFACES OF IR(100),1993
GAS-ADSORPTION STUDIES ON PU METAL BY PHOTOEMISSION SPECTROSCOPY,1993
ADSORPTION ON ORDERED CU3PT(111) - SITE SELECTIVITY,1993
STUDY OF THE PD/SI(100)2X1 SYSTEM USING SOFT X-RAYS,1993
ELECTRONIC DAMPING OF MOLECULAR VIBRATIONS AT METAL-SURFACES - SUBPICOSECOND TRANSIENT PUMP-PROBE SPECTROSCOPY,1993
THE INFLUENCE OF LATERAL INTERACTIONS ON THE ANGULAR-DISTRIBUTION IN PHOTODESORPTION,1993
RESONANCE ELECTRON-SCATTERING BY ADSORBED MOLECULES - SIGMA-ASTERISK RESONANCE ENERGY VERSUS BOND LENGTH,1993
THE PHOTODISSOCIATION OF METHYL-BROMIDE CHEMISORBED ON CU(111) - INFLUENCE OF PREADSORBED BROMINE,1993
PHOTON-STIMULATED DESORPTION FROM CHEMICALLY TREATED SI SURFACES,1993
INTERCALATION OF POTASSIUM FROM THE SURFACE OF GRAPHITE,1993
THE OXIDATION OF AMMONIA BY COPPER,1993
ELECTRONIC-STRUCTURE OF CLEAN AND HYDROXYLATED OXIDE SURFACES,1993
SPATIAL AND VELOCITY DISTRIBUTIONS OF DESORBING PRODUCT CARBON-DIOXIDE OVER A RECONSTRUCTED PLATINUM (110)(1 X-2) SURFACE,1993
SURFACE LIGHT-INDUCED DRIFT AS A TOOL FOR STUDYING GAS SURFACE INTERACTIONS,1993
THE STRIKING DIFFERENCE IN THE BEHAVIOR OF RH AND PT TOWARDS THEIR INTERACTION WITH CO(2),1993
THE STABILIZATION OF ADSORBED CARBON-DIOXIDE BY FORMATE ON CU(100),1993
A SURFACE STUDY ON MODEL PD(111) CATALYST MODIFIED WITH BORON,1993
DECOMPOSITION OF CYCLOPENTANE ON NI(755) - PECULIAR DECOMPOSITION BEHAVIOR OF CYCLOPENTANE,1993
"GROWTH OF CE ON RH, SURFACE ALLOY FORMATION AND THE PREPARATION AND PROPERTIES OF RH CERIA MODEL PLANAR CATALYSTS",1993
ION-IMPLANTATION DAMAGE AND ANNEALING IN GASB,1993
DOSE-RATE DEPENDENCE OF THE ION-BEAM-INDUCED EPITAXIAL CRYSTALLIZATION IN SILICON,1993
SWELLING OF GASB AT LOW ENERGIES (1.3-14.5 KEV),1993
THE EFFECT OF DEFECTS CAUSED BY XE ION-BOMBARDMENT ON THE STRUCTURE OF AU/GAAS CONTACTS,1993
STRAIN DISTRIBUTION IN AS+ AND SB+ ION-IMPLANTED AND ANNEALED (100) SI,1993
REDUCED REVERSE TEMPERATURE OF ION-BEAM-INDUCED AMORPHIZATION CRYSTALLIZATION FOR INTERMITTENT BEAM IRRADIATION OF SILICON,1993
DYNAMICS OF VOID FORMATION DURING IMPLANTATION OF SI UNDER SELF-ANNEALING CONDITIONS AND THEIR INFLUENCE ON DOPANT DISTRIBUTION,1993
IN-SITU DETECTION OF REARRANGEMENT PROCESSES DURING ELECTRON-BEAM ANNEALING OF ION-IMPLANTED INP,1993
DISTRIBUTION OF STRAIN IN GE ION-IMPLANTED SILICON MEASURED BY HIGH-RESOLUTION X-RAY-DIFFRACTION,1993
DEFECT LEVELS IN SILICON BOMBARDED WITH LIGHT-IONS,1993
PULSED UV LASER IRRADIATION EFFECT FOR SN+-IMPLANTED GAAS,1993
GENERATION RATE OF POINT-DEFECTS IN SILICON IRRADIATED BY MEV IONS,1993
NEAR-SURFACE DEFECTS FORMED BY MEV ION-IMPLANTATION INTO SILICON,1993
ANNEALING BEHAVIOR OF DAMAGE IN SI-IMPLANTED INP STUDIED BY PIEZOELECTRIC DETECTION OF PHOTOACOUSTIC SIGNAL,1993
THE KINETICS OF SELF ION AMORPHIZATION OF SILICON,1993
CONDUCTIVITY CHANGES AND IMPURITY DEFECT INTERACTIONS IN ION-IMPLANTED AMORPHOUS-SILICON,1993
PHOTON-ASSISTED IMPLANTATION (PAI),1993
ANALYSIS OF THE SIO2 DEFECTS ORIGINATED BY PHOSPHORUS IMPLANTATION IN MOS STRUCTURES,1993
OPTICAL INVESTIGATION OF IMPLANTATION DAMAGE IN GAAS/ALGAAS QUANTUM-WELLS,1993
PARAMAGNETIC DEFECTS IN SILICON IRRADIATED WITH 40 MEV AS IONS,1993
X-RAY-DIFFRACTION ANALYSIS OF DAMAGE ACCUMULATION DUE TO THE NUCLEAR-ENERGY LOSS OF 50 KEV AND 1-2.2 MEV B IONS IMPLANTED IN SILICON,1993
"TEM STUDY OF S2+, GE+ AND C+ IMPLANTED SILICON",1993
ELECTRICAL AND OPTICAL CHARACTERIZATION OF DEFECT LEVELS CAUSED IN INGAAS BY BORON ION-IMPLANTATION,1993
"DISORDER IN HIGH-DOSE, HIGH-ENERGY O-IMPLANTED AND SI-IMPLANTED SI",1993
GOLD AND PLATINUM ACCUMULATION ON BURIED DEFECTS IN SILICON,1993
"INCORPORATION OF IN INTO SI PREAMORPHIZED WITH SI, GE AND SN",1993
DAMAGE DISTRIBUTION IN GAAS IMPLANTED AT ELEVATED-TEMPERATURE,1993
OPTICAL DOPING OF SILICON WITH ERBIUM BY ION-IMPLANTATION,1993
HIGH-ENERGY IMPLANTATION OF B-10 AND B-11 INTO (100) SILICON IN CHANNEL AND IN RANDOM DIRECTION,1993
RADIATION DEFECTS PASSIVATION BY NEUTRON-IRRADIATION OF HYDROGEN-IMPLANTED SILICON,1993
NEGATIVE DIFFERENTIAL RESISTANCE IN PROTON-BEAM MODIFIED SILICON,1993
THE ACTIVATION-ENERGY OF ELECTRICAL-CONDUCTION OF ION-BEAM MIXED SB/N-SI SCHOTTKY CONTACTS,1993
CODOPING EFFECTS OF AS AND XE ON ION-BEAM-INDUCED EPITAXIAL CRYSTALLIZATION OF SI,1993
AN EXPLANATION OF TRANSIENT-ENHANCED DIFFUSION AND ELECTRICAL ACTIVATION OF BORON IN CRYSTALLINE SILICON DURING POSTIMPLANTATION ANNEALING,1993
ION-IMPLANTATION OF ZIRCONIUM AND HAFNIUM IN INP AND GAAS,1993
FORMATION AND CHARACTERIZATION OF SHALLOW JUNCTIONS BY THROUGH-FILM ION-IMPLANTATION IN GAAS,1993
PROPERTIES OF MN(+)-IMPLANTED GAAS,1993
ION-IMPLANTED ARSENIC IN SILICON,1993
STRUCTURAL CHARACTERIZATION OF NITROGEN ION-IMPLANTATION INTO SILICON FOR SENSOR TECHNOLOGY,1993
STRUCTURAL AND OPTICAL CHARACTERIZATION OF IMPLANTED AND ANNEALED SEMIINSULATING GAAS,1993
"DEFECT PRODUCTION, ANNEALING AND ELECTRICAL ACTIVATION IN SI+ IMPLANTED INP",1993
HIGH-ENERGY ION-IMPLANTATION IN GAAS,1993
IMPLANTATION-INDUCED CHANGES IN QUANTUM-WELL STRUCTURES,1993
INTERMIXING OF MEV ION-IMPLANTED AND ANNEALED ALGAAS/GAAS SUPERLATTICES,1993
ION-BOMBARDMENT OF SIO2/SI AND SI MEASURED BY IN-SITU X-RAY REFLECTIVITY,1993
COMPARISON OF THE EFFECTS OF ION-IMPLANTATION INDUCED INTERDIFFUSION IN GAAS/ALGAAS AND INGAAS/GAAS SINGLE QUANTUM-WELLS,1993
REGROWTH AND STRAIN RECOVERY OF SB IMPLANTED SI1-XGEX STRAINED LAYERS,1993
ION-BEAM-INDUCED SIMULTANEOUS EPITAXIAL-GROWTH OF ALPHA AND CUBIC FESI2 IN SI(100) AT 320-DEGREES-C,1993
INFLUENCE OF IMPURITIES ON ION-BEAM-INDUCED TISI2 FORMATION,1993
THE FABRICATION OF EPITAXIAL GEXSI1-X LAYERS BY ION-IMPLANTATION,1993
ION-IMPLANTATION AND ANNEALING OF FE FOR SEMIINSULATING LAYERS FORMATION IN INP,1993
A COMPARISON OF SHALLOW AND DEEP IRON SILICIDE LAYERS FABRICATED BY ION-BEAM SYNTHESIS,1993
EFFECT OF ION-BEAM MIXING TEMPERATURE ON COBALT SILICIDE FORMATION,1993
LOW-ENERGY ION-BEAM-INDUCED EPITAXIAL CRYSTALLIZATION OF GAAS,1993
ON THE ION-BEAM SYNTHESIS OF GAASSB ALLOYS,1993
X-RAY AND CHANNELING ANALYSIS OF ION-IMPLANTED GALLIUM-ARSENIDE,1993
HIGH-DOSE IMPLANTATIONS OF AL INTO SI(111) AND SI(100),1993
HIGH-ENERGY HIGH-DOSE NI IRRADIATION OF SOI STRUCTURES,1993
THIN BURIED OXIDE IN IMPLANTED SILICON,1993
DIRECT FORMATION OF DEVICE WORTHY THIN-FILM SIMOX STRUCTURES BY LOW-ENERGY OXYGEN IMPLANTATION,1993
REDUCTION OF LATERAL ION STRAGGLING FOR THE FABRICATION OF INTERMIXED GAAS/A1GAAS QUANTUM WIRES,1993
MEV IN-ION IMPLANTATION FOR ELECTRICAL ISOLATION OF P+-INP,1993
BURIED OXIDE LAYERS FORMED BY OXYGEN IMPLANTATION ON SCREENED OXIDE SILICON-WAFERS - STRUCTURAL-ANALYSIS,1993
RESIDUAL-STRESS DURING LOCAL SIMOX PROCESS - RAMAN MEASUREMENT AND SIMULATION,1993
HIGH-DOSE MIXED GA/AS AND GA/P ION IMPLANTATIONS IN SILICON SINGLE-CRYSTALS,1993
SEGREGATION OF DOPANTS IN ION-BEAM SYNTHESIZED COSI2 LAYERS,1993
CONCENTRATION PROFILES OF HIGH-DOSE MEV OXYGEN-IMPLANTED SILICON,1993
ION-BEAM SYNTHESIS OF TERNARY (FE1-XCOX)SI2,1993
PRODUCTION AND IN-SITU ANALYSIS OF MICROSCALE OXIDE STRUCTURES IN SILICON BY OXYGEN IMPLANTATION,1993
EFFECT OF THE INCIDENCE GEOMETRY ON THE ION-INDUCED NI-SILICIDES SURFACE COMPOSITIONAL MODIFICATIONS,1993
INTERFACE STRUCTURE DURING ION-BEAM-INDUCED EPITAXIAL CRYSTALLIZATION OF SILICON,1993
ION-IMPLANTATION EFFECTS IN SILICON-CARBIDE,1993
LATTICE DAMAGE IN ION-IMPLANTED SILICON-GERMANIUM ALLOYS,1993
ION-BEAM SYNTHESIS OF COSI2 IN SI1-XGEX ALLOY LAYERS WITH DIFFERENT GE CONCENTRATIONS,1993
ION-IMPLANTATION OF ISOELECTRONIC IMPURITIES INTO INP,1993
INFLUENCE OF AL AND P DOPING ON OPTICAL AND ELECTRICAL-PROPERTIES OF ION-BEAM SYNTHESIZED SIC,1993
ION-IMPLANTATION AND RAPID THERMAL ANNEALING OF AU-CDXHG1-XTE STRUCTURES,1993
REDISTRIBUTION OF MAGNESIUM IN INAS DURING POSTIMPLANTATION ANNEALING,1993
ION-IMPLANTATION DOPING OF POLYCRYSTALLINE SIC THIN-FILMS PREPARED BY PECVD,1993
COMPOSITION CHANGES IN AR+ AND E--BOMBARDED SIC - AN ATTEMPT TO DISTINGUISH BALLISTIC AND CHEMICALLY GUIDED EFFECTS,1993
DISORDER CREATION AND ANNEALING IN HG IMPLANTED CDTE,1993
THERMAL-STABILITY OF SI/COSI2 MULTIPLE LAYER SYSTEMS,1993
THE CONTRIBUTION OF ION-BEAM TECHNIQUES TO THE PHYSICS AND TECHNOLOGY OF AMORPHOUS-SEMICONDUCTORS,1993
ENVIRONMENTS OF ION-IMPLANTED DOPANTS IN AMORPHOUS-SILICON AT VARIOUS STAGES OF ANNEALING,1993
PROPERTIES OF FULLY IMPLANTED AMORPHOUS SIXC1-X - H-ALLOYS,1993
STRUCTURAL RELAXATION IN AMORPHOUS-SILICON PREPARED BY ION-IMPLANTATION,1993
RECRYSTALLIZATION OF IN AND P IMPLANTED INP,1993
ENHANCED SOLID-PHASE EPITAXIAL RECRYSTALLIZATION OF AMORPHOUS-SILICON DUE TO NICKEL SILICIDE PRECIPITATION RESULTING FROM ION-IMPLANTATION AND ANNEALING,1993
ION-BEAM-INDUCED EPITAXY IN B-IMPLANTED SILICON PREAMORPHIZED WITH GE IONS,1993
THEORY OF DIFFUSION-PROCESSES IN IMPLANTED SILICON,1993
STUDY OF ION-BEAM-INDUCED EPITAXY IN SI BY SLOW POSITRON-ANNIHILATION AND RBS CHANNELING,1993
DRY AND WET ETCHING PROPERTIES OF THERMALLY GROWN SILICON DIOXIDE LAYER AFTER N+ ION-IMPLANTATION AND ANNEALING,1993
ION-IMPLANTATION EFFECTS IN AL2O3 - HYDRATION AND OPTICAL-ABSORPTION,1993
DEFECT GENERATION AND HEALING IN SIC POWDER SUBJECTED TO AR IMPLANTATION,1993
HEAT-INDUCED VERSUS PARTICLE-BEAM-INDUCED CHEMISTRY IN POLYIMIDE,1993
IMPROVEMENT OF SURFACE-PROPERTIES OF POLYMERS BY ION-IMPLANTATION,1993
CHEMICAL AND ENERGY DEPOSITION EFFECTS OF KEV IONS ON THE ADHESION OF CU FILMS ONTO POLYMERS,1993
INFRARED-ANALYSIS OF THE IRRADIATION EFFECTS IN AROMATIC POLYIMIDE FILMS,1993
SURFACE MODIFICATION OF POLYSTYRENE FOR IMPROVING WETTABILITY BY ION-IMPLANTATION,1993
ELECTRICAL AND OPTICAL INVESTIGATIONS OF CARBON CLUSTERS FORMED IN ORGANIC FILMS BY ION-IMPLANTATION,1993
CHARACTERIZATION OF AG-IMPLANTED AND W-IMPLANTED POLYIMIDE FILMS,1993
"PB/GAAS(100) - BAND BENDING, ADATOM-INDUCED GAP STATES AND SURFACE DIPOLE",1993
FERMI-LEVEL VARIATION ON GAAS(110) SURFACE WITH SB OVERLAYER STUDIED WITH A PHOTOELECTRON MICROSCOPE,1993
BALLISTIC-ELECTRON-EMISSION MICROSCOPY AT METAL GAP(110) INTERFACES - ELECTRON-TRANSPORT AND SCHOTTKY-BARRIER HEIGHTS,1993
CESIUM ON GAP(110) SURFACES - A CONFIRMATION OF THE METAL-INDUCED GAP STATES-PLUS-DEFECTS MODEL,1993
SB-INDUCED SURFACE STABILIZATION OF INP(100) WAFER BEYOND 500-DEGREES-C,1993
GRAZING-INCIDENCE X-RAY PHOTOEMISSION SPECTROSCOPY INVESTIGATION OF OXIDIZED GAAS(100) - A NOVEL-APPROACH TO NONDESTRUCTIVE DEPTH PROFILING,1993
FREE-ELECTRON LASER INTERNAL PHOTOEMISSION MEASUREMENTS OF HETEROJUNCTION BAND DISCONTINUITIES,1993
MEASUREMENT OF ALP GAP (001) HETEROJUNCTION BAND OFFSETS BY X-RAY PHOTOEMISSION SPECTROSCOPY,1993
VALENCE-BAND STRUCTURE AND MN 3D DERIVED DENSITY-OF-STATES IN EPITAXIALLY GROWN ZINCBLENDE MNSE,1993
HETEROJUNCTION BAND-OFFSET - A LOCAL FEATURE,1993
SPATIALLY INDIRECT INTERSUBBAND TRANSITIONS OF LOCALIZED-ELECTRONS AND HOLES AT THE STAGGERED BAND LINEUP IN0.52AL0.48AS/INP INTERFACE,1993
EXCITON TRANSPORT AND LOCALIZATION IN TYPE-II GAAS/ALAS SUPERLATTICES,1993
OPTICAL-PROPERTIES OF STRAINED-LAYER INXGA1-XSB/GASB HETEROSTRUCTURES WITH X-LESS-THAN-OR-EQUAL-TO-0.4,1993
DETERMINATION OF THE VALENCE-BAND OFFSET AT THE ASYMMETRIC GAAS/IN0.53GA0.47AS INTERFACE BY ULTRAVIOLET PHOTOEMISSION SPECTROSCOPY,1993
LOWER-DIMENSIONAL QUANTUM STRUCTURES BY SELECTIVE GROWTH AND GAS-PHASE NUCLEATION,1993
BARRIER MODULATED SEMICONDUCTOR QUANTUM WIRES,1993
HETERODIMENSIONAL SCHOTTKY METAL 2-DIMENSIONAL ELECTRON-GAS INTERFACES,1993
TUNABLE GENERATION OF MICROSCOPIC AND MESOSCOPIC STEP ARRAYS ON NON-(100)-ORIENTED GAAS - A NEW ROUTE TO QUANTUM-WIRE STRUCTURES BY EPITAXIAL-GROWTH,1993
ORIENTATION DEPENDENCE OF NORMAL INCIDENCE ABSORPTION IN ELLIPSOIDAL-VALLEY QUANTUM-WELLS,1993
ROOM-TEMPERATURE OBSERVATION OF PHOTOCURRENT DEPENDENCE ON APPLIED BIAS IN SI1-XGEX/SI MULTIQUANTUM WELLS,1993
EFFECT OF INTERFACIAL BOND TYPE ON THE ELECTRONIC AND STRUCTURAL-PROPERTIES OF GASB/INAS SUPERLATTICES,1993
STUDY OF TEMPERATURE-DEPENDENT HYDROGENATION ON NEAR-SURFACE STRAINED QUANTUM-WELLS,1993
SURFACE-LAYER MODULATION OF ELECTRON CONCENTRATIONS IN INAS-ALSB QUANTUM-WELLS,1993
