Title,Pub Year
1ST PRINCIPLE SIMULATION OF STM IMAGES OF BENZENE MOLECULES ADSORBED ON A RHODIUM SURFACE,1993
STM OF THE CU(111)1X1 SURFACE AND ITS EXPOSURE TO CHLORINE AND SULFUR,1993
FIELD ION-SCANNING TUNNELING MICROSCOPE INVESTIGATION OF SODIUM ADSORPTION ON THE GAAS(110)1X1 SURFACE,1993
STRUCTURAL TRANSFORMATION OF THE SI(111)(7X7)-TO-(3X1) SURFACE-STRUCTURE INDUCED BY SODIUM,1993
ADSORPTION GEOMETRY OF NA SATURATION ON THE DIMERIZED SI(100)(2X1) SURFACE,1993
ATOMIC-HYDROGEN CHEMISORPTION ON SI(100)(2X1) STUDIED BY FI-STM,1993
TOPOGRAPHY AND CRYSTALLOGRAPHY OF A PT FILM ON A CU BUFFER LAYER AND A SI(111)(7X7) SUBSTRATE,1993
FULLERENE (C-60) ADSORPTION ON SI SURFACES,1993
CS ADSORPTION ON N-TYPE AND P-TYPE GAAS(001)(2X4) SURFACES,1993
AN APFIM AEM CHARACTERIZATION OF ALLOY-X750,1993
ATOM-PROBE MICROANALYSIS OF A NICKEL-BASE SINGLE-CRYSTAL SUPERALLOY,1993
GRAIN-BOUNDARY SEGREGATION IN NICKEL-BASE SUPERALLOYS ASTROLOY - AN ATOM-PROBE STUDY,1993
AN ATOM-PROBE CHARACTERIZATION OF CARBON-DOPED NIAL,1993
AN ATOM-PROBE STUDY OF THE SUBSTITUTIONAL BEHAVIOR OF BERYLLIUM IN NIAL,1993
APFIM STUDIES ON MARTENSITE TEMPERING OF FE-C-SI-MN LOW-ALLOY STEEL,1993
HIGH-STRENGTH (5 GPA) STEEL WIRE - AN ATOM-PROBE STUDY,1993
ATOM-PROBE AND STEM STUDIES OF CARBIDE PRECIPITATION IN 2-1/4 CR1MO STEEL,1993
AN APFIM STUDY OF THE MICROSTRUCTURE OF A FERRITE ALLOY AFTER HIGH FLUENCE NEUTRON-IRRADIATION,1993
ATOM-PROBE AND TRANSMISSION ELECTRON-MICROSCOPY STUDY OF REVERTED DUPLEX STAINLESS-STEELS,1993
CHARACTERIZATION OF A SIGMA-9 GRAIN-BOUNDARY IN FE-45-PERCENT-CR,1993
APFIM STUDIES OF SOME ALUMINUM-ALLOYS,1993
POSITION-SENSITIVE ATOM-PROBE STUDY OF THE DECOMPOSITION OF A CU-2.6AT-PERCENT-CO ALLOY,1993
AN APFIM AEM INVESTIGATION OF PRECIPITATES IN MODEL VANADIUM ALLOYS,1993
ATOM-PROBE ANALYSIS OF A NANOCRYSTALLINE FE-C-TA SPUTTERED SOFT MAGNETIC THIN-FILM,1993
ATOM-PROBE STUDY OF THE CRYSTALLIZATION PROCESS OF AN FE73.5SI13.5B9NB3CU1 AMORPHOUS ALLOY,1993
A METHOD FOR PREPARING ATOM-PROBE SPECIMENS FOR NANOSCALE COMPOSITIONAL ANALYSIS OF METALLIC THIN-FILMS,1993
APFIM OBSERVATIONS OF VARIOUS FORMS OF HTSCS,1993
THE USE OF MOMENT ESTIMATORS TO DETERMINE THE PARAMETERS OF CONCENTRATION FLUCTUATIONS IN RANDOM AREA ATOM-PROBE ANALYSES,1993
COMPARISON OF MODELS FOR DECONVOLUTING THE COMPOSITIONS OF COEXISTING PHASES,1993
COMBINED ELECTRON AND ION PROJECTION MICROSCOPY,1993
ON THE DEVELOPMENT OF A 3D TOMOGRAPHIC ATOM-PROBE,1993
CONTROLLED APERTURE ATOM-PROBE DESIGN AND APPLICATIONS,1993
ON THE PERFORMANCE OF A MICROCHANNEL PLATE DETECTOR USED FOR ATOM-PROBE ANALYSIS,1993
SIMULATION OF RAPID THERMAL PULSING FOR FIELD EVAPORATION,1993
SIMULATED ELECTRON-BEAM TRAJECTORIES TOWARD A FIELD-ION MICROSCOPY SPECIMEN,1993
MONTE-CARLO SIMULATION OF ENERGY DEPOSITION AND SCATTERING BY FAST ELECTRONS IN A FIELD-EMISSION TIP,1993
ELECTRON THERMALIZATION DISTANCE DISTRIBUTION-FUNCTIONS IN LIQUIDS,1993
ATOMIC INTERACTIONS OF CHARGED-PARTICLES WITH MATTER,1993
POSITRON AND ELECTRON-STATES IN LIQUID ARGON,1993
STRUCTURAL AND DYNAMIC STUDIES OF MUONIUM SUBSTITUTED RADICALS - MUON BEAM RADIOLYSIS AND MU-SR SPECTROSCOPY,1993
C-60 MOLECULAR-DYNAMICS STUDIED BY MUON SPIN RELAXATION,1993
MONTE-CARLO SIMULATION OF NONRELATIVISTIC ELECTRON-TRANSPORT IN IRRADIATED LIQUID WATER - YIELD OF SPECIES FORMED AT 10(-15) AND 10(-12)S,1993
EVOLUTION OF ELECTRON-ENERGY BANDS IN SIMPLE FLUIDS,1993
A STUDY OF INTRAMOLECULAR ELECTRON TRANSFERS THROUGH A TIME-DEPENDENT 2-LEVEL MODEL,1993
REDUCTION POTENTIALS DETERMINATION OF SOME BIOCHEMICALLY IMPORTANT FREE-RADICALS - PULSE-RADIOLYSIS AND ELECTROCHEMICAL METHODS,1993
HYDRATED ELECTRON GENERATION BY MULTIPHOTON ABSORPTION OF 2 EV FEMTOSECOND LASER-PULSES,1993
WATER RADIOLYSIS IN FUSION CONTROLLED REACTORS,1993
RADIOLYSIS OF CLAY-WATER SYSTEMS - APPLICATION TO THE STORAGE OF RADIOACTIVE-WASTE,1993
RADIOLYSIS OF AQUEOUS-SOLUTIONS OF SILVER POLYACRYLATE - 1ST OLIGOMER CLUSTERS AG6N (N = 1 TO 4),1993
ELECTRON-TRANSFER OF MONOVALENT CADMIUM,1993
KINETIC-STUDY OF THE ACTION OF HYDROGEN-PEROXIDE ON IODINE IN NEUTRAL OR BASIC-MEDIUM - APPLICATION TO IODINE HYDROLYSIS,1993
RADIOLYSIS STUDY OF THE OXIDATION OF A VITAMIN-K MODEL-COMPOUND IN ETHANOLIC SOLUTION,1993
RADIOLYSIS STUDY OF MODEL PEROXYL RADICALS SCAVENGING BY A VITAMIN-E DERIVATIVE,1993
OZONE OXIDATION OF THYMIDINE - COMPARISON WITH HYDROXYL RADICALS ACTION,1993
"EXCISION OF 7,8-DIHYDRO-8-OXOGUANINE FROM DNA BY THE FPG PROTEIN",1993
REACTION OF OH . OR N3 . RADICALS WITH N-ACETYLCYSTEINE,1993
SUPEROXIDE ANION-INDUCED PEROXIDATION OF HUMAN LOW-DENSITY LIPOPROTEINS (LDL) - INFLUENCE OF THE PH,1993
CYTOTOXIC AND RADIOSENSITIZING NITROAROMATIC COMPOUNDS - KINETIC-STUDIES OF RADICAL DISMUTATION BY PULSE-RADIOLYSIS,1993
FREE-RADICALS DERIVED FROM CYTOTOXIC AND RADIOSENSITIZING NITROAROMATIC COMPOUNDS - KINETIC-PARAMETERS AND INTERACTION WITH COPPER OXIDASES,1993
ANALYSIS BY DIFFERENT TRACERS OF PEROXIDATION OF HUMAN HDL INDUCED BY SEVERAL OXYGENATED FREE-RADICALS,1993
REDUCTION OF DISULFIDE BONDS IN PEPTIDES AND PROTEINS,1993
REACTION OF L-TRYPTOPHAN WITH TRICHLOROMETHYLPEROXYL RADICAL (CCL3OO.) AND SINGLET OXYGEN (O-1(2)) - FORMATION OF DIFFERENT PAIRS OF ISOMERIC HYDROPEROXIDES,1993
ELECTRON-SPIN-RESONANCE STUDIES OF GAMMA-IRRADIATED SACCHARIDES,1993
ESR IDENTIFICATION OF IRRADIATED FOODSTUFFS,1993
RADIOLYSIS AND RADIOSTERILIZATION OF DRUGS,1993
ESR MEASUREMENTS AND THE DETECTION OF RADIOSTERILIZATION OF DRUGS,1993
IMMOBILIZATION OF GLUCOSE-OXIDASE BY RADIATION-INDUCED POLYMERIZATION,1993
"RADIOLYSIS STUDY OF SULFARLEM, A SULFURED ANTIOXIDANT, IN LINOLEIC-ACID MICELLAR SYSTEM",1993
CURRENT ADVANCES AND PERSPECTIVES OF GAS-CHROMATOGRAPHY,1993
DEPENDENCE OF PEEK PROFILES ON COLUMN LENGTH IN GAS-CHROMATOGRAPHY,1993
CHROMATOGRAPHY AS THE SPECTRAL METHOD OF INVESTIGATION,1993
ESTIMATION OF CRYOFOCUSING CAPILLARY PARAMETERS DURING ANALYSIS OF CONCENTRATORS CONTENT,1993
SORPTION-STRUCTURAL CORRELATIONS IN HETEROCYCLIC NITROUS COMPOUND SERIES,1993
"COMPUTER CHROMATOGRAPHIC IDENTIFICATION OF SUBSTANCES - METHODICAL CHARACTERISTICS, ALGORITHMS, PROGRAMMING SUPPLY, DATABASES",1993
DEVELOPMENT OF COMPUTER-CHROMATOGRAPHIC SYSTEM FOR THE ANALYSIS OF MULTICOMPONENT MIXTURES,1993
DEVELOPMENT OF THE NUMERICAL CHROMATOGRAM INTERPRETATION TECHNIQUE USING DOUBLE INTERNAL STANDARD,1993
CHARACTERISTICS OF QUANTITATIVE CHROMATOGRAPHIC ANALYSIS,1993
NEW POTENTIALS FOR REALIZATION OF BINARY SORBENTS WITH IMMOBILIZED STATIONARY LIQUID-PHASES IN GAS-CHROMATOGRAPHY,1993
"ANISOTROPY OF GAS-CHROMATOGRAPHIC SORPTION ON QUARTZ CAPILLARY COLUMNS WITH NEMATIC N,N'-AZOXYPHENETOL",1993
PHOSPHORUS AND ARSENIC ORGANIC DERIVATIVES AS STATIONARY PHASES FOR GAS-CHROMATOGRAPHY,1993
DEVELOPMENT OF BAROCHROMATOGRAPHIC METHOD - APPLICATION OF LOW-PRESSURES,1993
RETAINING TIME OF NONSORBING SUBSTANCES IN CHROMATOGRAPHY,1993
GAS-CHROMATOGRAPHIC DEVICES DZERZHINSK-EXPERIMENTAL-DESIGNING-BUREAU-OF-AUTOMATICS,1993
ANODIC STABILITY OF PROPYLENE CARBONATE ON MANGANESE-DIOXIDE ELECTRODES,1993
CONDUCTIVITY AND STABILITY TOWARDS LITHIUM METAL OF LITHIUM TRIFLATE (LISO3CF3) AND LITHIUM BISTRIFLUOROSULFONYLIMIDE (LI(SO2CF3)2N) IN AMINES AND THEIR MIXTURES WITH AMMONIA,1993
RELATIONSHIP BETWEEN COMPOSITION OF THE ELECTROLYTE-SOLUTIONS AND ENERGETIC PERFORMANCE OF 1.5-V NONAQUEOUS CELLS OF LITHIUM IRON SULFIDE SYSTEM,1993
IONIC TRANSPORT IN PASSIVATING LAYERS ON THE LITHIUM ELECTRODE,1993
"MODIFICATION OF LITHIUM ELECTROLYTE INTERFACE BY PLASMA POLYMERIZATION OF 1,1-DIFLUOROETHENE",1993
POLYMER ELECTROLYTE COATINGS FOR LITHIUM ANODES IN SOCL2 CELLS,1993
SPACE-CHARGE MODEL OF THE SEI CONDUCTION IN THE LI/SOCL2 SYSTEM,1993
STUDIES OF CARBON AS NEGATIVE ELECTRODE MATERIALS FOR SECONDARY LITHIUM BATTERIES,1993
ELECTRICAL-CONDUCTIVITY OF ALUMINA-PILLARED ALPHA-TIN PHOSPHATE,1993
ZIRCONIUM-PHOSPHATES ON SILICA MATRIX,1993
ALKALI ANTIMONY SILICATES AS PRECURSORS TO NEW INORGANIC ACIDS,1993
"TIN-ZEOLITES, SYNTHESES AND IONIC-CONDUCTIVITY",1993
IONIC-CONDUCTION IN SEPIOLITE,1993
CURRENT RECTIFICATION AND ELECTRICAL PARAMETERS OF NH4UO2PO4.3H2O (NUP) FILMS IN CONTACT WITH THE GENERATING ELECTROLYTES,1993
"COMPLEX DIELECTRIC PERMITTIVITY, BULK AND SURFACE CONDUCTIVITY OF 12-TUNGSTOPHOSPHORIC ACID HEXAHYDRATE AND ITS DEHYDRATED FORMS",1993
HYDROGEN-BONDING IN CS1-XMXHSO4 PROTONIC CONDUCTORS,1993
PROTON CONDUCTION IN POLY(ACRYLAMIDE)-ACID BLENDS,1993
SULFAMIDE COMPLEXES OF POLYMETHACRYLATES CARRYING OLIGOPOLYOXYETHYLENE CHAINS,1993
MATERIALS RESEARCH ASPECTS OF ORGANIC-SOLID PROTON CONDUCTORS,1993
INFRARED AND RAMAN CHARACTERIZATION OF POLYETHYLENE OXIDE COMPLEXES OF SULFAMIDE,1993
STUDY OF THE SEMI ORDERED WATER IN AN ACTIVE-SITE BY TIME-RESOLVED MEASUREMENT OF A SINGLE DIFFUSING PROTON,1993
IMPEDANCE MEASUREMENT OF DIFFERENTLY TREATED TOMATO CUTICLE MEMBRANES WITH CALCIUM SOLUTIONS,1993
AMPEROMETRIC SENSOR FOR CARBON-MONOXIDE BASED ON SOLID-STATE PROTONIC CONDUCTION,1993
INTERCALATION COMPOUNDS OF ZIRCONIUM-PHOSPHATES WITH SUBSTITUTED PYRAZOLES AND IMIDAZOLES AND THEIR AC CONDUCTIVITY,1993
NEW ELECTRODES FOR HYDROGEN OXYGEN SOLID POLYMER ELECTROLYTE FUEL-CELL,1993
APPLICATIONS OF EXCHANGED MONTMORILLONITE AS PROTONIC SOLID-ELECTROLYTE,1993
NONLINEAR BEHAVIOR OF CIRCULARLY POLARIZED LASER-BEAMS PROPAGATING THROUGH SODIUM VAPOR,1993
ANOMALOUS FREQUENCY SCALING OF A SADDLE-NODE BIFURCATION ON A LIMIT-CYCLE DISCLOSED IN A SEMICONDUCTOR EXPERIMENT,1993
EXPLICIT REALIZATION OF CHAOS CONTROL IN AN NMR-LASER EXPERIMENT,1993
STABILIZATION OF UNSTABLE PERIODIC AND APERIODIC ORBITS OF CHAOTIC SYSTEMS BY SELF-CONTROLLING FEEDBACK,1993
STOCHASTIC RESONANCE IN EXPERIMENT,1993
NUCLEATION RATE OF A LOCALIZED STRUCTURE IN A REACTION-DIFFUSION SYSTEM,1993
REACTION-TIME TO VOLTAGE PULSES APPLIED TO SEMICONDUCTOR IMPACT IONIZATION BREAKDOWN,1993
ON THE SCALING FUNCTION OF LYAPUNOV EXPONENTS FOR INTERMITTENT MAPS,1993
MODELING OF INSTABILITIES IN COUPLED ELECTROCHEMICAL AND BIOCHEMICAL REACTION SYSTEMS,1993
ON A FRACTAL MODEL FOR TURBULENCE,1993
"ON COMPLEXITY, GRAMMARS AND THE INFERRING OF MODELS",1993
ON THE PARAMETER PLANE OF NONLINEAR COUPLED OSCILLATORS,1993
RELAXATION IN PERTURBED AREA-PRESERVING MAPS,1993
3 TYPES OF CHAOTIC ATTRACTORS IN 3-D MAPS,1993
ITERATED DIFFERENTIABLE MAPS WITH NOWHERE DIFFERENTIABLE BASIN BOUNDARIES,1993
A SUPERFAT ATTRACTOR WITH A SINGULAR-CONTINUOUS 2-D WEIERSTRASS FUNCTION IN A CROSS-SECTION,1993
HILBERT-SPACE METHODS IN HYDRODYNAMICS WITH APPLICATIONS TO COUETTE-FLOW,1993
HIGH-RESOLUTION VIBRATIONAL-SPECTRA OF FURAZAN .4. THE A1 FUNDAMENTAL NU-2 AT SIMILAR-TO 1418 CM(-1) FROM FOURIER-TRANSFORM INFRARED-SPECTROSCOPY,1993
ABINITIO STUDY OF THE ELECTRIC-FIELD GRADIENTS IN SCL2,1993
ON RAYLEIGH STABILITY-CRITERION FOR COUETTE-FLOW,1993
"DIFFERENTIAL THERMAL-ANALYSIS UNDER PRESSURE ON CYANOCYCLOHEXANE, 1,2,3,4-TETRAHYDRO-5,6-DIMETHYL-1,4-METHANONAPHTHALENE, AND 2-METHYL-2-PROPANOL",1993
"SOLVATOCHROMIC FLUORESCENCE OF 8-(PHENYLAMINO)-1-NAPHTHALENE-AMMONIUMSULFONATE (8,1 ANS) IN 1,4-DIOXANE WATER MIXTURES, REVISITED",1993
PROTON SPIN-LATTICE RELAXATION IN THE DIMETHYLAMMONIUM GROUP,1993
CENTRIFUGAL-DISTORTION ANALYSIS AND STUDY OF T2-RELAXATION FOR L-TYPE DOUBLET TRANSITIONS OF NITROUS-OXIDE (N-15(2)O) BY A MICROWAVE PULSE TECHNIQUE,1993
"A BROAD-BAND MICROWAVE FOURIER-TRANSFORM SPECTROMETER, ESPECIALLY DESIGNED FOR STARK-EFFECT INVESTIGATIONS OF ALMOST NONPOLAR MOLECULES - THE ELECTRIC-DIPOLE MOMENT AND THE ANISOTROPY IN THE STATIC ELECTRIC POLARIZABILITY TENSOR OF 1,1-DIDEUTEROALLENE, D2C = C = CH2",1993
PREPARATION OF HIGHLY ACIDIC HYDRATED NIOBIUM OXIDE,1993
PREPARATION OF HIGHLY DISPERSED NIOBIUM OXIDE ON SILICA BY EQUILIBRIUM ADSORPTION METHOD,1993
FORMATION OF NIOBIUM DOUBLE OXIDES BY THE GLYCOTHERMAL METHOD,1993
"STRUCTURAL AND ACIDIC PROPERTIES OF AEROGELS OF NIOBIA, NIOBIA SILICA, AND NIOBIA TITANIA",1993
"MECHANOCHEMICAL REACTION BETWEEN METALS AND LIQUID HYDROCARBONS - FORMATION OF V-HYDRIDES, NB-HYDRIDES AND TA-HYDRIDES",1993
SURFACE-PROPERTIES AND CATALYTIC ACTIVITIES OF AMORPHOUS NIOBIUM PHOSPHATE AND A COMPARISON WITH THOSE OF H3PO4-TREATED NIOBIUM OXIDE,1993
EFFECT OF PREPARATION METHOD ON 5-PERCENT CO/NB205 IN FISCHER-TROPSCH SYNTESIS (FTS),1993
STRUCTURES AND CATALYTIC BEHAVIOR OF SOME NIOBIUM OXIDES,1993
ACIDIC AND CATALYTIC PROPERTIES OF NIOBIC ACID CRYSTALLIZED AT LOW-TEMPERATURE,1993
MOLECULAR DESIGN OF SUPPORTED NIOBIUM OXIDE CATALYSTS,1993
STRUCTURES AND CATALYSIS OF NEW NB DIMERS ON SIO(2),1993
STRUCTURE AND METANOL ACTIVATION - NIOBIA PROMOTED PT/AL2O3 CATALYSTS,1993
SHAPE-SELECTIVE CATALYTIC BEHAVIORS OF NICKEL ION-EXCHANGED LAYERED POTASSIUM NIOBATE,1993
INTERCALATION STUDY AND CATALYSIS BY LANTHANUM NIOBIUM OXIDES,1993
INTERCALATION OF ORGANIC-COMPOUNDS INTO LAYERED TITANONIOBATE KTINBO(5),1993
PHOTOCHEMICAL BEHAVIOR OF INTERCALATION COMPOUNDS OF LAYERED NIOBATES WITH METHYLVIOLOGEN,1993
ION-EXCHANGEABLE LAYERED NIOBATES AS PHOTOCATALYSTS,1993
USE OF LINBO(3) FOR DESIGN OF DEVICE-TYPE CATALYSTS WITH ACTIVITY CONTROLLABLE FUNCTIONS,1993
PREPARATION OF NIOBIUM OXIDE-FILMS AS A HUMIDITY SENSOR,1993
THE USE OF NIOBIA IN OXIDATION CATALYSIS,1993
INFLUENCE OF PREPARATION METHOD ON THE PERFORMANCE OF VANADIA-NIOBIA CATALYSTS FOR THE OXIDATIVE DEHYDROGENATION OF PROPANE,1993
CATALYTIC ACTIVITIES OF NIOBIUM OXIDE FOR THE LIQUID-PHASE HYDROGENATION OF MALEIC-ANHYDRIDE AND HYDRATION OF SUCCINONITRILE,1993
THE OXIDATIVE COUPLING OF METHANE AND THE OXIDATIVE DEHYDROGENATION OF ETHANE OVER A NIOBIUM PROMOTED LITHIUM DOPED MAGNESIUM-OXIDE CATALYST,1993
PARTIAL OXIDATION AND AMMOXIDATION OF ISOBUTANE OVER BI-MO-BASED COMPOSITE OXIDE WITH NB2O5,1993
OLEFIN-ALDEHYDE CONDENSATION REACTION ON SOLID ACIDS,1993
EFFECT OF NB2O5 AS ADDITIVE TO MGO CATALYST ON VAPOR-PHASE HYDROGEN-TRANSFER REACTION BETWEEN METHACROLEIN AND ETHANOL,1993
NIOBIUM COMPOUND CATALYST FOR POLYCONDENSATION REACTION TO FORM POLYETHYLENE TEREPHTHALATE (PET),1993
THE ELECTRON-PHONON INTERACTION AND MELTING OF METALS,1993
THERMOELECTRIC-POWER OF SELECTED METALS AND BINARY ALLOY SYSTEMS,1993
GROSKY EFFECT CONSEQUENCES OF LATTICE EXPANSIVE STRAIN GRADIENTS IN DIFFUSION OF HYDROGEN IN METALS,1993
ANALYSIS OF A ONE-DIMENSIONAL SOLIDIFICATION PROBLEM WITH 2-PHASE MOVING BOUNDARIES,1993
REFERENCE MATERIALS FOR THERMAL-EXPANSION - CERTIFIED OR NOT,1993
PROCESSING OF INTERFEROMETRIC SIGNALS FOR A CTE MEASUREMENT SYSTEM,1993
THERMAL-EXPANSION STUDIES OF PRE-TRANSFORMATION BEHAVIOR,1993
CALCULATED THERMAL-EXPANSION OF D-TRANSITION AND F-TRANSITION METALS,1993
"CHARACTERIZATION AND THERMAL-PROPERTIES EVALUATION OF THIN-FILMS, WAFERS AND SUBSTRATES",1993
THERMOPHYSICAL PROPERTIES OF POCO AXF-5Q GRAPHITE UP TO MELTING,1993
THERMAL RADIATIVE PROPERTIES OF MAGNESIUM-OXIDE AT HIGH-TEMPERATURES,1993
TOTAL NORMAL AND SPECTRAL EMITTANCE OF REFRACTORY MATERIALS FOR HIGH-TEMPERATURE OVENS,1993
"THERMODYNAMICS OF DENSE BORON-NITRIDE MODIFICATIONS AND A NEW PHASE-P,T DIAGRAM FOR BN",1993
AESTHETIC PARAMETERS OF HIGHLY FELDSPATHIC PORCELAIN,1993
THERMAL-CONDUCTIVITY OF NATURAL AND SYNTHETIC DIAMONDS WITH DIFFERING ISOTOPE CONTENTS,1993
OPACIFIED SILICA AEROGEL POWDER INSULATION,1993
MODELING THE THERMAL-CONDUCTIVITY OF MULLITE CORDIERITE COMPOSITES,1993
MEASUREMENT OF THERMAL-RADIATION AND OPTICAL-PROPERTIES OF REFRACTORY OXIDES AND THEIR MELTS UNDER CO2-LASER RADIATION HEATING,1993
SPECTRAL EMITTANCE AND TEMPERATURE DETERMINATION OF CARBON/SIC AND SIC/SIC COMPOSITES,1993
TEMPERATURE-MEASUREMENTS DURING THE GALVANNEAL PROCESS,1993
EXPERIMENTAL INVESTIGATION OF THE NONUNIFORM HEATING EFFECT IN LASER FLASH THERMAL-DIFFUSIVITY MEASUREMENTS,1993
FINITE PULSE TIME EFFECTS IN FLASH DIFFUSIVITY MEASUREMENTS,1993
THERMAL TRANSPORT ACROSS DELAMINATIONS IN AEROSPACE COMPOSITE LAMINATE MATERIALS,1993
"THERMAL CONSTANTS FOR NI, NIO, MGO, MNO AND COO AT LOW-TEMPERATURES",1993
THERMOPHYSICAL PROPERTIES OF STAINLESS-STEELS,1993
INVERSE DROP-CALORIMETRY - A STUDY OF METASTABLE AND NONEQUILIBRIUM PHASES,1993
MELTING-POINT AND SUPERCOOLING CHARACTERISTICS OF MOLTEN-SALT,1993
INVESTIGATION ON THE THERMODYNAMICAL PROPERTIES OF SOME NATURAL SILK FIBERS WITH VARIOUS PHYSICAL METHODS,1993
SURFACE-TENSION MEASUREMENTS ON LEVITATED ASPHERICAL LIQUID NICKEL DROPS,1993
THERMOPHYSICAL PROPERTIES OF THE COMPOSITE CERAMIC-SALT SYSTEM (SIO2/NA2SO4),1993
"ELECTROSPRAY, TECHNIQUE AND APPLICATIONS",1993
ELECTROSTATIC VAPORIZATION ION-SOURCE - A SIMPLIFIED MODELING APPROACH,1993
PARTICLE-INDUCED DESORPTION-IONIZATION PROCESSES FOR ORGANIC AND BIOORGANIC MOLECULES - ION FORMATION MECHANISMS,1993
MATRIX-ASSISTED UV LASER-DESORPTION OF BIOPOLYMERS - INFLUENCE OF THE INTERACTIONS IN THE TARGET,1993
"PLASMAS, IONS AND MASS-SPECTROMETRY",1993
CHEMICAL-IONIZATION,1993
PYROLYSIS-GAS CHROMATOGRAPHY FOR END GROUP-ANALYSIS OF POLYSTYRENE MACROMONOMERS USING STEPWISE PYROLYSIS COMBINED WITH ONLINE METHYLATION,1993
POLYMER DEGRADATION MODIFIED BY BLENDING WITH POLYMERS CHOSEN ON THE BASIS OF THEIR PHI-FACTORS,1993
POLYAROMATIZATION IN COMMON SYNTHETIC-POLYMERS AT ELEVATED-TEMPERATURES,1993
ELECTROTHERMAL VAPORIZATION AND PYROLYSIS OF MATERIALS FOR ENVIRONMENTAL-ANALYSIS,1993
ASSESSMENT OF SCOTCH WHISKEY QUALITY BY PYROLYSIS MASS-SPECTROMETRY AND THE SUBSEQUENT CORRELATION OF QUALITY WITH THE OAK WOOD CASK,1993
EXPERIMENTAL POLYSACCHARIDE CHARS AND THEIR FINGERPRINTS IN CHARRED ARCHAEOLOGICAL FOOD RESIDUES,1993
APPLICATION OF PYROLYSIS-GAS CHROMATOGRAPHY AND PYROLYSIS-GAS CHROMATOGRAPHY MASS-SPECTROMETRY TO THE UNMASKING OF AMBER FORGERIES,1993
DYNAMICS OF SOIL ORGANIC-MATTER STUDIED BY PYROLYSIS FIELD-IONIZATION MASS-SPECTROMETRY,1993
THE EFFECT OF VARIOUS CHEMICAL TREATMENTS ON THE PYROLYTIC PATTERN OF PEAT HUMIC-ACID,1993
THE EFFECT OF CATIONS ON THE THERMAL-DECOMPOSITION OF LIGNINS,1993
NITROBENZENE OXIDATION VS PYROLYSIS-GAS CHROMATOGRAPHY MASS-SPECTROMETRY AS A MEANS TO DETERMINE LIGNIN COMPOSITION,1993
QUANTIFICATION OF LIGNIN AND CARBOHYDRATES IN KRAFT PULPS USING ANALYTICAL PYROLYSIS AND MULTIVARIATE DATA-ANALYSIS,1993
FLASH PYROLYSIS OF COAL SUB-STRUCTURES - A MECHANISTIC AND KINETIC EVALUATION,1993
STUDIES OF THE YIELD OF SULFUR FROM A COAL SAMPLE BY PYROLYSIS-GAS CHROMATOGRAPHY,1993
THE APPLICATION OF PYROLYSIS MASS-SPECTROMETRY TO MICROBIAL ECOLOGY - RAPID CHARACTERIZATION OF BACTERIA ISOLATED FROM AN ESTUARINE ENVIRONMENT,1993
DEGRADATION KINETICS OF TOBACCO - SURVEY BY FAST THERMOGRAVIMETRY ANALYSIS,1993
PYROLYSIS OF FUSEN,1993
FLUID-BED PYROLYSIS OF ANHYDRIDE-HARDENED EPOXY-RESINS AND POLYETHER POLYURETHANE BY THE HAMBURG PROCESS,1993
THE VEBA OEL TECHNOLOGIE PYROLYSIS PROCESS,1993
PREPARATION OF CYANURIC AND ISOCYANIC ACIDS IN A FLUIDIZED-BED REACTOR,1993
TEMPERATURE-PROGRAMMED PYROLYSIS-MASS SPECTROMETRY (TPP-MS) AND PYROLYSIS-GAS CHROMATOGRAPHY MASS-SPECTROMETRY (PY-GC/MS) - PRACTICAL APPLICATIONS TO INDUSTRIAL-PROBLEMS,1993
POLYCYCLIC AROMATIC-HYDROCARBONS IN POLYSTYRENE DERIVED PYROLYSIS OIL,1993
CHARACTERIZATION OF ROSIN-BASED COMMERCIAL RESINS BY PYROLYSIS METHYLATION AND SIMULTANEOUS PYROLYSIS METHYLATION GAS-CHROMATOGRAPHY MASS-SPECTROMETRY TECHNIQUES,1993
MECHANISTIC ASPECTS OF IONIC REACTIONS IN FLAMES,1993
PYROLYSIS MECHANISMS OF O-(2-HYDROXYETHYL)CELLULOSES,1993
A 3-DIMENSIONAL MODEL FOR THE DETERMINATION OF KINETIC DATA FROM THE PYROLYSIS OF BEECH WOOD,1993
MODELING OF THE DECOMPOSITION OF METHANE AT 1273-K IN A PLUG-FLOW REACTOR AT LOW CONVERSION,1993
EFFECT OF CROSS-LINKING ON THE PYROLYSIS OF DIPHENYLALKANES,1993
HOW NATURE BUILDS THE PIGMENTS OF LIFE,1993
"DESIGN, SYNTHESIS, AND EVALUATION OF DNA MINOR-GROOVE BINDING-AGENTS",1993
OXIDATIVE BOND-CLEAVAGE REACTIONS IN NATURE - MECHANISTIC AND ECOLOGICAL ASPECTS,1993
FROM AMINO-ACIDS TO PREBIOTIC ACTIVE PEPTIDES - A CHEMICAL RECONSTITUTION,1993
INTRAMOLECULAR STRATEGIES AND STEREOELECTRONIC EFFECTS - GLYCOSIDES HYDROLYSIS REVISITED,1993
HEXOSE NUCLEIC-ACIDS,1993
GLYCOPEPTIDES OF BIOLOGICAL INTEREST - A CHALLENGE FOR CHEMICAL SYNTHESIS,1993
