Title,Pub Year
PHOTOPROTECTION EXERTED BY SUNSCREENS IN A HUMAN CELL-LINE AFTER UV DAMAGE,1992
LYMPHOCYTE-TRANSFORMATION TESTS IN WORKERS WITH OCCUPATIONAL EXPOSURE TO SPIRAMYCIN,1992
EVALUATION OF TOXICITY TESTING OF 20 MEIC CHEMICALS ON HEP-2 CELLS USING 2 VIABILITY END-POINTS,1992
DIFFERENCES IN MACROPHAGE STIMULATION AND LEUKOCYTE ACCUMULATION IN RESPONSE TO INTRAPERITONEAL ADMINISTRATION OF GLUCOSE MANNOSE-BINDING PLANT-LECTINS,1992
EFFECT OF AGE ON ANTINOCICEPTIVE EFFECTS OF ELEVATED PLUS-MAZE EXPOSURE,1992
ANXIETY-INDUCED ANTINOCICEPTION IN THE MOUSE,1992
"CORRELATIONS BETWEEN MORNINGNESS-EVENINGNESS CHARACTER, SLEEP HABITS AND TEMPERATURE RHYTHM IN ADOLESCENTS",1992
MODULATION OF FOOD AND WATER-INTAKE BY CATECHOLAMINES INJECTED INTO THE LATERAL VENTRICLE OF THE PIGEON BRAIN,1992
EVIDENCE FOR A DEVELOPMENTALLY REGULATED NEUROTROPHIC ACTIVITY FROM CHICK RETINA AFFECTING THE SURVIVAL OF RETINAL GANGLION-CELLS FROM NEWBORN RATS,1992
FURTHER-STUDIES ON THE HYPOXIA PRODUCED BY CANATOXIN IN RATS,1992
EVIDENCE FOR THE INVOLVEMENT OF NITRIC-OXIDE IN THE ELECTRICALLY INDUCED RELAXATIONS OF HUMAN LOWER ESOPHAGEAL SPHINCTER AND DISTAL PYLORUS,1992
LESIONS OF THE LATERAL HYPOTHALAMUS IMPAIR THE PRESSOR-RESPONSE TO CLONIDINE INJECTED INTO THE MEDIAL SEPTAL AREA OF CONSCIOUS RATS,1992
EFFECTS OF MERCURY ON THE MECHANICAL AND ELECTRICAL-ACTIVITY OF THE LANGENDORFF-PERFUSED RAT-HEART,1992
IMPACT OF POVERTY ON CHILDREN,1992
EFFECTS OF POVERTY ON HEALTH-STATUS,1992
MENTAL-HEALTH AND DEVELOPMENTAL PROBLEMS OF CHILDREN IN POVERTY,1992
POVERTY AND THE SCHOOLS,1992
MEDICAID AND CHILDREN,1992
THE HEALTH NEEDS OF POOR CHILDREN - FEDERAL AND STATE APPROACHES,1992
MUNICIPAL EFFORTS,1992
LESSONS FROM ABROAD,1992
CHILDREN AT RISK,1992
THE FEDERAL-ROLE - A CHILD ADVOCATES VIEW,1992
NEXT STEPS - WHERE DO WE GO FROM HERE - STATE AND LOCAL,1992
THE ROLE OF THE PRIVATE-SECTOR IN ADDRESSING THE HEALTH-PROBLEMS OF URBAN-POOR CHILDREN,1992
ENERGIZING THE COMMITMENT TO CHILDREN,1992
THE HUMAN GENOME PROJECT,1992
SEQUENCING THE HUMAN GENOME - A FADED GOAL,1992
THE HUMAN GENOME PROJECT AS SOCIAL-POLICY - IMPLICATIONS FOR CLINICAL MEDICINE,1992
GENETICS AND SOCIAL-POLICY,1992
THE GENOME PROJECT AS PUBLIC-POLICY,1992
GOVERNMENT AND SCIENCE - STIMULATION OR INHIBITION,1992
ORAL-ADMINISTRATION OF CARVEDILOL AND PRAZOSIN INHIBITS THE PROSTAGLANDIN-F2-ALPHA-INDUCED AND NORADRENALINE-INDUCED CONTRACTION OF HUMAN HAND VEINS INVIVO,1992
ANTIHYPERTENSIVE EFFECT OF CARVEDILOL - A PRELIMINARY DOSE-RESPONSE STUDY,1992
CAN INTRAVENOUS BETA-BLOCKADE PREDICT LONG-TERM HEMODYNAMIC BENEFIT IN CHRONIC CONGESTIVE-HEART-FAILURE SECONDARY TO ISCHEMIC-HEART-DISEASE - A COMPARISON BETWEEN INTRAVENOUS AND ORAL CARVEDILOL,1992
CARVEDILOL AND THE KIDNEY,1992
LEFT-VENTRICULAR HYPERTROPHY REGRESSION DURING ANTIHYPERTENSIVE TREATMENT,1992
INFLUENCE OF ANTIHYPERTENSIVE THERAPY ON RENAL-FUNCTION,1992
ANTIHYPERTENSIVE PROFILE OF CARVEDILOL,1992
CLINICAL-EXPERIENCE WITH DUAL-ACTING DRUGS IN HYPERTENSION,1992
"PHARMACOLOGICAL PROFILE OF BETA-ADRENOCEPTOR BLOCKERS WITH VASODILATING PROPERTIES, ESPECIALLY CARVEDILOL - RATIONALE FOR CLINICAL USE",1992
HEMODYNAMIC AND METABOLIC EFFECTS OF CARVEDILOL - A METAANALYSIS APPROACH,1992
CLINICAL-PHARMACOLOGY OF CARVEDILOL,1992
ACUTE HEMODYNAMIC-EFFECTS OF CARVEDILOL IN COMPARISON WITH PROPRANOLOL IN PATIENTS WITH CORONARY HEART-DISEASE,1992
PATHOPHYSIOLOGY AND TRIGGERS OF ACUTE MYOCARDIAL-INFARCTION - CLINICAL IMPLICATIONS,1992
WHAT BLOOD-PRESSURE LEVELS SHOULD BE TREATED,1992
"PATTERNS OF FAILURE FOLLOWING COMBINED MODALITY THERAPY FOR ESOPHAGEAL CANCER, 1984-1990",1992
SARCOMA THERAPY - FUNCTIONAL OUTCOME AND RELATIONSHIP TO TREATMENT PARAMETERS,1992
THE EFFECT OF HYPERFRACTIONATION ON SPINAL-CORD RESPONSE TO RADIATION,1992
DIFFERENTIAL RADIOPROTECTION OF CULTURED HUMAN-DIPLOID FIBROBLASTS AND FIBROSARCOMA CELLS BY WR1065,1992
STAGE-T3 SQUAMOUS-CELL CARCINOMA OF THE GLOTTIC LARYNX - A COMPARISON OF LARYNGECTOMY AND IRRADIATION,1992
DOES NECK STAGE INFLUENCE LOCAL-CONTROL IN SQUAMOUS-CELL CARCINOMAS OF THE HEAD AND NECK,1992
POSTOPERATIVE RADIOTHERAPY IN HEAD AND NECK-CARCINOMA WITH EXTRACAPSULAR LYMPH-NODE EXTENSION AND OR POSITIVE RESECTION MARGINS - A COMPARATIVE-STUDY,1992
LONG-TERM RADIATION COMPLICATIONS FOLLOWING CONSERVATIVE SURGERY (CS) AND RADIATION-THERAPY (RT) IN PATIENTS WITH EARLY STAGE BREAST-CANCER,1992
POST-MASTECTOMY RADIOTHERAPY FOLLOWING ADJUVANT CHEMOTHERAPY AND AUTOLOGOUS BONE-MARROW TRANSPLANTATION FOR BREAST-CANCER PATIENTS WITH GREATER-THAN-OR-EQUAL-TO 10 POSITIVE AXILLARY LYMPH-NODES,1992
CAN MODEST ESCALATIONS OF DOSE BE DETECTED AS INCREASED TUMOR-CONTROL,1992
NEW IMAGING TECHNOLOGIES - PROSPECTS FOR TARGET DEFINITION,1992
STRATEGY FOR PLANNED RADIOTHERAPY OF MALIGNANT GLIOMAS - POSTOPERATIVE TREATMENT WITH COMBINATIONS OF HIGH-DOSE PROTON IRRADIATION AND TUMOR SEEKING RADIONUCLIDES,1992
COMPARATIVE TREATMENT PLANNING - PROTON VS X-RAY-BEAMS AGAINST GLIOBLASTOMA-MULTIFORME,1992
POTENTIAL IMPROVEMENT OF 3 DIMENSION TREATMENT PLANNING AND PROTON THERAPY IN THE OUTCOME OF MAXILLARY SINUS CANCER,1992
CARCINOMA OF THE TONSILLAR REGION - POTENTIAL FOR USE OF PROTON-BEAM THERAPY,1992
INDICATIONS OF PARTICLE RADIATION-THERAPY IN THE TREATMENT OF CARCINOMA OF THE ESOPHAGUS,1992
CCRT FOR NON-SMALL-CELL LUNG-CANCER - SENSITIVITY OF CLINICAL GAINS TO ORGAN TOLERANCE RESTRICTIONS,1992
THE POTENTIAL FOR PROTON-BEAM THERAPY IN LOCALLY ADVANCED-CARCINOMA OF THE CERVIX,1992
PROSPECTS FOR PROTON THERAPY IN CARCINOMA OF THE CERVIX,1992
POTENTIAL IMPROVEMENT IN THE RESULTS OF IRRADIATION FOR PROSTATE CARCINOMA USING IMPROVED DOSE DISTRIBUTION,1992
CHARGED-PARTICLE THERAPY TO PEDIATRIC TUMORS OF THE RETROPERITONEAL REGION - A POSSIBLE INDICATION,1992
MEASUREMENT OF OXYGEN DIFFUSION DISTANCE IN TUMOR CUBES USING A FLUORESCENT HYPOXIA PROBE,1992
DEVELOPMENT OF AN ELISA FOR THE DETECTION OF 2-NITROIMIDAZOLE HYPOXIA MARKERS BOUND TO TUMOR-TISSUE,1992
EFFECT OF CARBOXYHEMOGLOBIN ON TUMOR OXYGEN UNLOADING CAPACITY IN PATIENTS WITH SQUAMOUS-CELL CARCINOMA OF THE HEAD AND NECK,1992
REOXYGENATION ASSOCIATED RADIOSENSITIZATION AFTER CHRONIC HYPOXIA - EFFECT OF TEMPERATURE AND OXYGEN-TENSION,1992
IMPROVING THE RADIATION RESPONSE IN A C3H MOUSE MAMMARY-CARCINOMA BY NORMOBARIC OXYGEN OR CARBOGEN BREATHING,1992
"INFLUENCE OF CARBOXYHEMOGLOBIN LEVEL ON TUMOR-GROWTH, BLOOD-FLOW, AND RADIATION RESPONSE IN AN EXPERIMENTAL-MODEL",1992
INCREASES IN TUMOR RESPONSE BY PENTOXIFYLLINE ALONE OR IN COMBINATION WITH NICOTINAMIDE,1992
FLAVONE ACETIC-ACID AS A MODIFIER OF ENDOTHELIAL-CELL FUNCTION,1992
A COMPARISON OF VASCULAR-MEDIATED TUMOR-CELL DEATH BY THE NECROTIZING AGENTS GR63178 AND FLAVONE ACETIC-ACID,1992
BIOCHEMICAL AND PHYSIOLOGICAL-CHANGES INDUCED BY NICOTINAMIDE IN A C3H MOUSE MAMMARY-CARCINOMA AND CDF1 MICE,1992
RELATIONSHIP BETWEEN THE HYDRALAZINE-INDUCED CHANGES IN MURINE TUMOR BLOOD-SUPPLY AND MOUSE-BLOOD PRESSURE,1992
TUMOR BLOOD-FLOW CHANGES INDUCED BY CHEMICAL MODIFIERS OF RADIATION RESPONSE,1992
"BLOOD-FLOW MODIFICATION IN THE SCCVII TUMOR - EFFECTS OF 5-HYDROXYTRYPTAMINE, HYDRALAZINE, AND PROPRANOLOL",1992
MAGNETIC-RESONANCE SPECTROSCOPY STUDIES ON EXPERIMENTAL MURINE AND HUMAN TUMORS - COMPARISON OF CHANGES IN PHOSPHORUS-METABOLISM WITH INDUCED CHANGES IN VASCULAR VOLUME,1992
DETERMINATION OF CHANGES IN TUMOR BLOOD PERFUSION AFTER HYDRALAZINE TREATMENT BY DYNAMIC PARAMAGNETIC-ENHANCED MAGNETIC-RESONANCE-IMAGING,1992
MEASUREMENT OF INCORPORATION OF BROMODEOXYURIDINE INTO DNA BY HIGH-PERFORMANCE LIQUID-CHROMATOGRAPHY USING A NOVEL FLUORESCENT LABELING TECHNIQUE,1992
IODODEOXYURIDINE INCORPORATION AND RADIOSENSITIZATION IN 3 HUMAN TUMOR-CELL LINES,1992
CORRELATION OF SENSITIZER ENHANCEMENT RATIO WITH BROMODEOXYURIDINE CONCENTRATION AND EXPOSURE TIME IN HUMAN CERVICAL-CARCINOMA CELLS TREATED WITH LOW-DOSE RATE IRRADIATION,1992
"5-CHLORODEOXYCYTIDINE, A RADIOSENSITIZER EFFECTIVE AGAINST RIF-1 AND LEWIS LUNG-CARCINOMA, IS ALSO EFFECTIVE AGAINST A DMBA-INDUCED MAMMARY ADENOCARCINOMA AND THE EMT-6 TUMOR IN BALB/C MICE",1992
PHASE-I STUDY OF HIGH-DOSE 5-FLUOROURACIL AND HIGH-DOSE LEUCOVORIN WITH LOW-DOSE PHOSPHONACETYL-L-ASPARTIC ACID IN PATIENTS WITH ADVANCED MALIGNANCIES,1992
"POTENTIATION OF RADIATION RESPONSE IN HUMAN CARCINOMA-CELLS INVITRO AND MURINE FIBROSARCOMA INVIVO BY TOPOTECAN, AN INHIBITOR OF DNA TOPOISOMERASE-I",1992
INTERACTION OF BUTHIONINE SULFOXIMINE AND THE STABILIZATION OF DNA-TOPOISOMERASE-II COMPLEXES BY DOXORUBICIN,1992
CELL-CYCLE DEPENDENCE OF EPIDERMAL GROWTH-FACTOR INDUCED RADIOSENSITIZATION,1992
EFFECT OF BSO ON THE RADIATION RESPONSE AT LOW (0-4 GY) DOSES,1992
CORRELATION OF THE RADIOSENSITIZATION POTENCY AFFORDED BY NITROACRIDINE INTERCALATORS WITH THEIR ELECTRON SCAVENGING EFFICIENCY IN DNA,1992
MECHANISTIC STUDIES OF ENHANCED INVITRO RADIOSENSITIZATION AND HYPOXIC CELL CYTOTOXICITY BY TARGETING RADIOSENSITIZERS TO DNA VIA INTERCALATION,1992
DUAL FUNCTION NITROIMIDAZOLES LESS TOXIC THAN RSU 1069 - SELECTION OF CANDIDATE DRUGS FOR CLINICAL-TRIAL (RB 6145 AND OR PD 130908),1992
PHARMACOLOGICAL PHARMACOKINETIC EVALUATION OF EMESIS INDUCED BY ANALOGS OF RSU-1069 AND ITS CONTROL BY ANTIEMETIC AGENTS,1992
NLA-1 - A 2-NITROIMIDAZOLE RADIOSENSITIZER TARGETED TO DNA BY INTERCALATION,1992
RADIOSENSITIZATION BY 2-NITROIMIDAZOLE NUCLEOSIDE ANALOG RP-170 - RADIOSENSITIZING EFFECTS UNDER BOTH INTRAVENOUS AND ORAL-ADMINISTRATION,1992
"RADIOSENSITIZING, TOXICOLOGICAL, AND PHARMACOKINETIC PROPERTIES OF HYDROXAMATE ANALOGS OF NITROIMIDAZOLES AS BIFUNCTIONAL RADIOSENSITIZERS/CHEMICAL MODIFIERS",1992
THE EFFICACY OF PHARMACOKINETIC MONITORING AND DOSE MODIFICATION OF ETANIDAZOLE ON THE INCIDENCE OF NEUROTOXICITY - RESULTS FROM A PHASE II TRIAL OF ETANIDAZOLE AND RADIATION-THERAPY IN LOCALLY ADVANCED PROSTATE-CANCER,1992
LOGISTICS IN DESIGNING CLINICAL-TRIALS FOR ETANIDAZOLE (SR 2508) - AN RTOG EXPERIENCE,1992
FINAL REPORT OF THE PHASE-I TRIAL OF CONTINUOUS INFUSION ETANIDAZOLE (SR 2508) - A RADIATION-THERAPY ONCOLOGY GROUP-STUDY,1992
1ST ANALYSIS ON TUMOR-REGRESSION FOR THE EUROPEAN RANDOMIZED TRIAL OF ETANIDAZOLE COMBINED WITH RADIOTHERAPY IN HEAD AND NECK CARCINOMAS,1992
KINETIC UPTAKE OF ETANIDAZOLE IN LUNG-CARCINOMA AND NORMAL TISSUE INVIVO,1992
REVISION OF TRISS FOR INTUBATED PATIENTS,1992
AUTOTRANSFUSION OF POTENTIALLY CULTURE-POSITIVE BLOOD (CPB) IN ABDOMINAL-TRAUMA - PRELIMINARY DATA FROM A PROSPECTIVE-STUDY,1992
IDENTIFICATION OF PREVENTABLE TRAUMA DEATHS - CONFOUNDED INQUIRIES,1992
DIAGNOSTIC PERITONEAL-LAVAGE - INTEGRATION WITH CLINICAL INFORMATION TO IMPROVE DIAGNOSTIC PERFORMANCE,1992
THE VALIDITY OF SELF-REPORTED BEHAVIORAL RISK-FACTORS - SEAT-BELT AND ALCOHOL-USE,1992
INTOXICATION AND INJURY,1992
EXAMINATION OF THE PATHOLOGICAL ANATOMY OF ANKLE FRACTURES,1992
ACUTE ADRENAL INSUFFICIENCY PRESENTING AS SHOCK AFTER TRAUMA AND SURGERY - 3 CASES AND REVIEW OF THE LITERATURE,1992
ACE INHIBITORS AND CARDIOREPARATION,1992
THE RENIN-ANGIOTENSIN SYSTEM AND DIABETIC-RETINOPATHY,1992
"DIABETIC NEPHROPATHY IN TYPE-2 DIABETES-MELLITUS - EPIDEMIOLOGY, EARLY DIAGNOSIS AND THERAPEUTIC STRATEGIES",1992
INFLUENCE OF DIETARY FACTORS ON THE RENAL RENIN-ANGIOTENSIN SYSTEM,1992
EFFECT OF ACE-INHIBITION ON STRUCTURE AND FUNCTION OF GLOMERULAR-BASEMENT-MEMBRANE,1992
ANGIOTENSIN-II AND ITS EFFECT ON THE STRUCTURE OF THE VESSELS,1992
MECHANISMS OF INSULIN RESISTANCE,1992
MAGNETIC-RESONANCE-IMAGING - A NEW WINDOW INTO INDUSTRIAL PROCESSING,1992
INVIVO NMR IN PHARMACEUTICAL RESEARCH,1992
SPATIALLY RESOLVED NQR,1992
MAGNETIC-RESONANCE-IMAGING - APPLICATIONS OF NOVEL METHODS IN STUDIES OF POROUS-MEDIA,1992
RAPID LINE SCAN TECHNIQUE FOR ARTIFACT-FREE IMAGES OF MOVING-OBJECTS,1992
NMR IMAGING OF SOLIDS WITH MAGIC ANGLE SPINNING,1992
LEE-GOLDBURG SOLID-STATE IMAGING,1992
PARTIAL CEREBRAL-ISCHEMIA ASSESSED BY INVIVO P-31 NMR-SPECTROSCOPY IN RATS,1992
APPLICATION OF MAGNETIC-RESONANCE-IMAGING TO THE MEASUREMENT OF NEURODEGENERATION IN RAT-BRAIN - MRI DATA CORRELATE STRONGLY WITH HISTOLOGY AND ENZYMATIC ANALYSIS,1992
MAGNETIZATION FILTERS - APPLICATIONS TO NMR IMAGING OF ELASTOMERS,1992
MULTIPLE PULSE NMR IMAGING OF POLYMERS AND CHEMISTRY,1992
PROTON SPIN-LATTICE RELAXATION IN AROMATIC POLYMERS,1992
POTENTIAL INDUSTRIAL APPLICATIONS OF INHOMOGENEOUS BROADENING IMAGING,1992
SPECIAL-PURPOSE MRI EQUIPMENT FOR MEDICAL AND INDUSTRIAL APPLICATIONS,1992
QUANTITATIVE NMR IMAGING OF MULTIPHASE FLOW IN POROUS-MEDIA,1992
QUANTITATIVE MEASUREMENT AND IMAGING OF TRANSPORT PROCESSES IN PLANTS AND POROUS-MEDIA BY H-1-NMR,1992
IMMISCIBLE FLUIDS PERMEABILITY BY T1 IMAGING,1992
DIFFUSION AND SPATIALLY RESOLVED NMR IN BEREA AND VENEZUELAN OIL-RESERVOIR ROCKS,1992
PARAMAGNETIC WATER PROTON RELAXATION ENHANCEMENT - FROM CONTRAST AGENTS IN MRI TO REAGENTS FOR QUANTITATIVE INVITRO ASSAYS,1992
COPPER-D-PENICILLAMINE COMPLEX AS POTENTIAL CONTRAST AGENT FOR MRI,1992
PROCEEDINGS OF THE BAFM MEETING HELD IN TUNBRIDGE WELLS ON 6 JULY 1991 - FORENSIC ENTOMOLOGY,1992
PROCEEDINGS OF THE BAFM MEETING HELD IN TUNBRIDGE WELLS ON 6 JULY 1991 - THE FORENSIC MEDICAL SCENE IN HOLLAND,1992
PROCEEDINGS OF THE BAFM MEETING HELD IN TUNBRIDGE WELLS ON 6 JULY 1991 - A CASE OF HOMICIDE FOLLOWED BY SUICIDAL STRANGULATION,1992
PROCEEDINGS OF THE BAFM MEETING HELD IN TUNBRIDGE WELLS ON 6 JULY 1991 - DIFFERENTIATION BETWEEN ANTEMORTEM BLEEDING AND POSTMORTEM INFILTRATION OF HEMOGLOBIN PIGMENTS,1992
PROCEEDINGS OF THE BAFM MEETING HELD IN TUNBRIDGE WELLS ON 6 JULY 1991 - AN UNUSUAL CASE OF SUDDEN UNEXPECTED DEATH,1992
"CEREBROVASCULAR INSUFFICIENCY, SEEN BY A GENERAL-PRACTITIONER - DIAGNOSTICAL AND THERAPEUTIC POSSIBILITIES",1992
WHAT KIND OF ULTRASONIC DIAGNOSTICS ARE SUITABLE FOR CEREBROVASCULAR INSUFFICIENCY,1992
UNUSUAL CAUSES OF CEREBRAL-ISCHEMIA,1992
SOME ASPECTS OF HEMORHEOLOGICAL DIAGNOSTIC INVESTIGATION IN CEREBRAL-ISCHEMIA,1992
HEMODILUTION IN ACUTE ISCHEMIC STROKE,1992
VACCINE STRATEGIES AGAINST SCHISTOSOMIASIS,1992
BRAZILIAN CONTRIBUTIONS TO EPIDEMIOLOGIC ASPECTS OF SCHISTOSOMIASIS-MANSONI,1992
TEGUMENTAL PROTEINS OF SCHISTOSOMA-MANSONI - COMPLEX BIOMOLECULES AND POTENT ANTIGENS,1992
POLYPEPTIDES REACTIVE WITH ANTIBODIES ELUTED FROM THE SURFACE OF BABESIA-BOVIS-INFECTED ERYTHROCYTES,1992
PREVALENCE AND CONTROL OF BABESIOSIS IN THE AMERICA,1992
PRESENT ASPECTS OF IMMUNODIAGNOSIS OF SCHISTOSOMIASIS,1992
V-REGION-RELATED AND V-REGION-UNRELATED IMMUNOSUPPRESSION ACCOMPANYING INFECTIONS,1992
"A MALARIA MEROZOITE SURFACE PROTEIN (MSP1)-STRUCTURE, PROCESSING AND FUNCTION",1992
INFLUENCE OF THE HOST RELATED FACTORS IN THE DEVELOPMENT OF THE HEPATOSPLENIC FORM OF SCHISTOSOMIASIS-MANSONI,1992
MOLECULAR BIOLOGICAL APPROACHES TO THE STUDY OF VECTORS IN RELATION TO MALARIA CONTROL,1992
HARMONIZATION OF RESEARCH AND CONTROL IN SCHISTOSOMIASIS,1992
THE ROLE OF CYTOKINES IN PLASMODIUM-VIVAX MALARIA,1992
PARASITE ENZYMES AS A TOOL TO INVESTIGATE IMMUNE-RESPONSES,1992
"HOST TISSUE DESTRUCTION BY ENTAMOEBA-HISTOLYTICA - MOLECULES MEDIATING ADHESION, CYTOLYSIS, AND PROTEOLYSIS",1992
"PROTEIN-DNA ASSOCIATIONS IN A GENDER-SPECIFIC GENE OF SCHISTOSOMA-MANSONI - CHARACTERIZATION BY UV CROSS-LINKING, DNASE-I FOOTPRINTING AND BAND SHIFT ASSAYS",1992
NEW APPROACHES IN INVITRO CULTURES OF PLASMODIUM-FALCIPARUM AND BABESIA-DIVERGENS BY USING SERUM-FREE MEDIUM BASED ON HUMAN HIGH-DENSITY-LIPOPROTEINS,1992
THE P53 GENE-EXPRESSION AND ITS DEVELOPMENTAL REGULATION IN SCHISTOSOMES,1992
IS THE THYMUS A TARGET ORGAN IN INFECTIOUS-DISEASES,1992
"THE ROLE OF EGG ANTIGENS, CYTOKINES IN GRANULOMA-FORMATION IN MURINE SCHISTOSOMIASIS-MANSONI",1992
HUMAN-IGG RESPONSES AGAINST THE N-TERMINAL REGION OF THE MEROZOITE SURFACE PROTEIN-1 OF PLASMODIUM-VIVAX,1992
HUMAN SCHISTOSOMIASIS-MANSONI - STUDIES ON IN-VITRO GRANULOMA MODULATION,1992
THE ROLE OF CYTOKINES IN THE PATHOGENESIS OF HEPATIC GRANULOMATOUS-DISEASE IN SCHISTOSOMA-MANSONI INFECTED MICE,1992
A CHROMOSOME-9 DELETION IN PLASMODIUM-FALCIPARUM RESULTS IN LOSS OF CYTOADHERENCE,1992
THE SUSCEPTIBILITY OF ADULT SCHISTOSOMES TO IMMUNE ATTRITION,1992
IMMUNITY TO INTRACELLULAR BACTERIA,1992
CHARACTERIZATION OF A PLASMODIUM-FALCIPARUM MUTANT THAT HAS DELETED THE MAJORITY OF THE GAMETOCYTE-SPECIFIC PF11-1 LOCUS,1992
IMMUNOPATHOLOGY OF MALARIA - ROLE OF CYTOKINE PRODUCTION AND ADHESION MOLECULES,1992
RECENT ADVANCES IN IMMUNITY TO HUMAN SCHISTOSOMIASIS,1992
HUMAN IGE RESPONSES TO SCHISTOSOMA-MANSONI AND RESISTANCE TO REINFECTION,1992
IMMUNOREGULATORY MECHANISMS AND CHAGAS-DISEASE,1992
EXTRACHROMOSOMAL NUCLEIC-ACIDS IN BOVINE-BABESIA,1992
MILKY SPOTS REACTION TO SCHISTOSOMAL MANSONI INFECTION,1992
EPIDEMIOLOGIC RISK STRATIFICATION OF MALARIA IN THE AMERICA,1992
MODERN IMMUNOLOGICAL APPROACHES TO ASSESS MALARIA TRANSMISSION AND IMMUNITY AND TO DIAGNOSE PLASMODIAL INFECTION,1992
MOLECULAR AND CELLULAR BASIS OF HEPATIC FIBROGENESIS IN EXPERIMENTAL SCHISTOSOMIASIS-MANSONI INFECTION,1992
HOUSEHOLD-BASED MALARIA CONTROL IN A HIGHLY ENDEMIC AREA OF AFRICA (TANZANIA) - DETERMINANTS OF TRANSMISSION AND DISEASE AND INDICATORS FOR MONITORING - KILOMBERO MALARIA PROJECT,1992
DIAGNOSTIC MARKERS IN SCHISTOSOMIASIS,1992
SERUM LAMININ IN HEPATOSPLENIC HUMAN SCHISTOSOMIASIS,1992
HUMAN BABESIOSIS IN EUROPE,1992
THE LEVEL OF INFESTATION WITH THE VECTOR OF CATTLE BABESIOSIS IN ARGENTINA,1992
IMMUNOLOGICAL PROFILES OF PATIENTS FROM ENDEMIC AREAS INFECTED WITH SCHISTOSOMA-MANSONI,1992
TRANSMISSION AND DIAGNOSIS OF EQUINE BABESIOSIS IN SOUTH-AFRICA,1992
IMPACT OF BABESIA-BOVIS AND BABESIA-BIGEMINA ON THE PRODUCTION OF BEEF-CATTLE IN URUGUAY,1992
THE VALUE OF ULTRASONOGRAPHY IN ASSESSMENT OF PORTAL-HYPERTENSION IN HEPATOSPLENIC SCHISTOSOMIASIS,1992
DUPLEX HEMODYNAMIC EVALUATION OF HEPATOSPLENIC MANSONI SCHISTOSOMIASIS,1992
IMMUNOGENICITY AND ANTIGENICITY OF THE N-TERM REPEAT AMINO-ACID-SEQUENCE OF THE PLASMODIUM-FALCIPARUM P126 ANTIGEN,1992
THE PF332 GENE CODES FOR A MEGADALTON PROTEIN OF PLASMODIUM-FALCIPARUM ASEXUAL BLOOD STAGES,1992
NEW APPROACHES TO SOCIAL AND ECONOMIC RESEARCH ON SCHISTOSOMIASIS IN TDR,1992
TRANSMISSION IMMUNITY IN MALARIA - REFLECTIONS ON THE UNDERLYING IMMUNE-MECHANISMS DURING NATURAL INFECTIONS AND FOLLOWING ARTIFICIAL IMMUNIZATION,1992
EXPERIMENTAL MURINE SCHISTOSOMIASIS-MANSONI - ESTABLISHMENT OF THE CHRONIC PHASE OF THE DISEASE,1992
CROSS-SECTIONAL AND EVOLUTIVE STUDIES OF SCHISTOSOMIASIS-MANSONI IN UNTREATED AND MASS TREATED ENDEMIC AREAS IN THE SOUTHEAST AND NORTHEAST OF BRAZIL,1992
INDUCTION OF PLASMODIUM-FALCIPARUM TRANSMISSION-BLOCKING ANTIBODIES BY RECOMBINANT PFS25,1992
A RECOMBINANT HYBRID PROTEIN AS ANTIGEN FOR AN ANTI-BLOOD STAGE MALARIA VACCINE - A STUDY ON THE CONSERVATION OF A PROTECTIVE COMPONENT,1992
PORTAL-HYPERTENSION IN SCHISTOSOMIASIS - PATHOPHYSIOLOGY AND TREATMENT,1992
DEVELOPMENT OF AN IMMUNOENZYMATIC ASSAY USING A MONOCLONAL-ANTIBODY AGAINST A 50-KDA CATABOLITE FROM THE P126 PLASMODIUM-FALCIPARUM PROTEIN TO THE DIAGNOSIS OF MALARIA INFECTION,1992
RADON EXPOSURE IN A LIMESTONE CAVE,1992
"NATURAL RADIONUCLIDES IN THE MUDS AND WATERS USED IN THERMAL THERAPY IN ABANO TERME, ITALY",1992
RADON IN THE HELSINKI METRO,1992
OUTLINE OF NATURAL RADON OCCURRENCES ON KARSTIC TERRAINS OF HUNGARY,1992
RADON IN UK WORKPLACES,1992
DOSE ESTIMATES DUE TO RN-222 CONCENTRATIONS IN POSTOJNA CAVE,1992
RADON IMPACT AT UNDERGROUND WORKPLACES IN WESTERN GERMANY,1992
RADIATION EXPOSURE LEVELS IN PHOSPHATE MINING ACTIVITIES,1992
NATURAL RADIONUCLIDES IN THE UK MARINE-ENVIRONMENT,1992
ASPECTS OF RADON POTENTIAL MAPPING IN BRITAIN,1992
MAPPING OF RN-222 AND HE-4 IN SOIL GAS OVER A KARSTIC LIMESTONE-GRANITE BOUNDARY - CORRELATION OF HIGH INDOOR RN-222 WITH ZONES OF ENHANCED PERMEABILITY,1992
USING SOIL GAS RADON AND GEOLOGY TO ESTIMATE REGIONAL RADON POTENTIAL,1992
A FACILITY TO STUDY TRANSPORT OF RADON IN SOIL UNDER CONTROLLED CONDITIONS,1992
NATURAL RADIONUCLIDES IN GROUND-WATER IN WESTERN SPAIN,1992
RADON DIFFUSION IN FINNISH GLACIAL TILL SOIL,1992
GEOLOGICAL STRUCTURE AND GEOCHEMISTRY CONTROLLING RADON IN SOIL GAS,1992
RADON-IN-SOIL CONCENTRATION LEVELS IN MEXICO,1992
